,created_at,default_profile,default_profile_image,description,favourites_count,followers_count,friends_count,geo_enabled,id,lang,location,profile_background_image_url,profile_image_url,screen_name,statuses_count,verified,average_tweets_per_day,account_age_days,account_type
12,21-06-2014 0.14,FALSE,FALSE,micropoetry bot ¶ license: https://t.co/vuvanDSlgC ¶ also on mastodon: https://t.co/Xy5L4acJva,0,26675,26,FALSE,2579497028,en,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/480156836687933440/ZxBcBbqI_normal.png,poem_exe,24087,FALSE,10.701,2251,bot
13,28-01-2009 16.41,FALSE,FALSE,Fashion and style news(+occasional sport) from  Hilary Alexander,16614,262121,643,TRUE,19660870,en,"London, New York, Paris, Milan",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1125638856/Screen_shot_2010-09-16_at_17.37.33_normal.png,HilaryAlexander,36392,TRUE,8.624,4220,human
14,08-06-2011 3.55,FALSE,FALSE,soon,49058,1950090,1574,FALSE,313087874,so,he/him,http://abs.twimg.com/images/themes/theme18/bg.gif,http://pbs.twimg.com/profile_images/1293424873478520837/-7vmr4w5_normal.jpg,JacobWhitesides,81833,TRUE,24.355,3360,human
15,03-11-2010 15.40,FALSE,FALSE,"Femminista, animalista, antiproibizionista... E altre -ista che ora non ricordo. Ora dirigo il sito de #LeIene 👊🏿",4071,252142,562,TRUE,211550281,it,Italy,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1046488383684521988/KrnhpZyJ_normal.jpg,giuliainnocenzi,6029,TRUE,1.686,3576,human
16,20-08-2012 11.58,FALSE,FALSE,"Mi viene da vomitare.  

                                                                                
Dove sono le mie Jordan?",81967,5281,581,TRUE,769392715,it,Oblio,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1271034506041085953/xWUZXxMm_normal.jpg,RichiMasu,106263,FALSE,36.391,2920,human
17,03-09-2016 16.17,TRUE,FALSE,amfolowback,139,0,0,FALSE,7.72E+17,en,unknown,,http://pbs.twimg.com/profile_images/772107168317399040/_YTmztCZ_normal.jpg,NagahamaMazie,272,FALSE,0.188,1445,human
18,04-09-2016 19.48,TRUE,FALSE,"I'm TeamFolloBack.. All people who mention me, I will retweet that.. I will follow back people who follo me and unfollow back who unfollow me.. CLICKFOLLOW!",41,0,0,FALSE,7.73E+17,en,unknown,,http://pbs.twimg.com/profile_images/880348621790752772/aiNarmrH_normal.jpg,PenmetsaCari,105,FALSE,0.073,1444,human
19,28-01-2012 11.40,FALSE,FALSE,A/V tech and director. Former self proclaimed greatest speedrunner of all time,12686,2365,296,TRUE,476691783,en,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1217272013728964615/Lc1et1FO_normal.jpg,CavemanDCJ,18309,FALSE,5.859,3125,human
20,03-10-2011 22.39,TRUE,FALSE,,510,6,33,FALSE,384565337,,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/597755204445052928/Qj6dRYhd_normal.jpg,ChuckBaechel,639,FALSE,0.197,3242,bot
21,27-05-2011 0.28,FALSE,FALSE,here to tell how i feel right?,534,37278,455,TRUE,305922144,en,└A,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1155980157850542086/p5xrmBD5_normal.jpg,D8Ricky,9074,TRUE,2.691,3372,human
22,15-02-2013 21.29,TRUE,FALSE,You love it harshly? Come in! 💛💛💛 https://t.co/EOjEF5JgaK,187,4,0,FALSE,1183842404,en,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/963778440783544320/Dyzl8nCN_normal.jpg,ValdakR,23,FALSE,0.008,2741,bot
23,17-02-2011 22.21,TRUE,FALSE,"Gratitud, sentido del humor y locuras.",38493,7383658,3016,TRUE,253755500,es,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1271634552625278977/oEser4G5_normal.jpg,JuanpaZurita,21947,TRUE,6.325,3470,human
24,05-09-2011 0.42,FALSE,FALSE,@WashingtonPost reporter: Now I write about DC government. I used to write about religion in America. Author of Conning Harvard (@Lyons_Press). Balloon twister.,4282,9179,1275,TRUE,368050288,en,"Washington, DC",http://abs.twimg.com/images/themes/theme18/bg.gif,http://pbs.twimg.com/profile_images/1005099722057633792/IwMTCwpa_normal.jpg,JulieZauzmer,11104,TRUE,3.395,3271,human
25,17-04-2008 8.17,FALSE,FALSE,"Democratic Action Party, for the people tanpa mengira kaum dan agama.",588,163616,115,FALSE,14418045,en,Malaysia,http://abs.twimg.com/images/themes/theme2/bg.gif,http://pbs.twimg.com/profile_images/1292716520531877888/KWfEwWep_normal.jpg,dapmalaysia,77975,TRUE,17.301,4507,human
26,10-05-2011 20.58,FALSE,FALSE,"Singer, Songwriter, Actress 🎬 9x Scenebot Honorable Mention and 12x Top Select",29136,585,900,TRUE,296484990,en,United States,http://abs.twimg.com/images/themes/theme11/bg.gif,http://pbs.twimg.com/profile_images/1279451251848220677/HDT8uJBi_normal.jpg,KaitlynTck,8803,FALSE,2.598,3388,human
27,19-11-2017 0.54,TRUE,FALSE,A bot that tweets Winamp skins you can load in your browser.  @captbaritone made me. You may also like @milkdroppresets by @jnberg16.,307,3745,2,FALSE,9.32E+17,en,The Internet,,http://pbs.twimg.com/profile_images/932051512456445952/KR1pa43v_normal.jpg,winampskins,2371,FALSE,2.362,1004,bot
28,25-12-2009 20.10,TRUE,FALSE,Small. Loud. Cute. Proud.,9678,137,140,TRUE,99352713,fr,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/535187055626973184/wpUB7brV_normal.jpeg,mykidsfault,7043,FALSE,1.811,3889,human
30,18-02-2010 10.52,FALSE,FALSE,I am here just to express myself ...,7612,5362,355,TRUE,115343506,en,"Lahore, Pakistan",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1292179545890709509/jiAFs_yb_normal.jpg,najamwalikhan,10273,FALSE,2.679,3835,human
31,31-10-2013 16.21,TRUE,FALSE,I teach earthlings. All my tweets are my own thoughts and opinions with a bit of sarcasm.,6184,704,598,FALSE,2166882457,en,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/647030838316691456/ue9x-8px_normal.jpg,TheOnlyMsV,5675,FALSE,2.286,2483,human
32,27-09-2011 20.59,FALSE,FALSE,Always remain humble,2361,64,156,TRUE,381157528,en,"Hollywood, Los Angeles",http://abs.twimg.com/images/themes/theme14/bg.gif,http://pbs.twimg.com/profile_images/862179060486512640/TWqfj0xM_normal.jpg,gabbs_01,2780,FALSE,0.856,3248,bot
33,28-07-2012 10.39,TRUE,FALSE,Come to me 💝💝💝 https://t.co/louPiKBWfc,125,3,0,FALSE,721944734,en,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/971783844826435585/ogCzF2A0_normal.jpg,effort7879,19,FALSE,0.006,2944,bot
34,28-07-2015 15.19,FALSE,FALSE,"Follow the blog for Philadelphia dog tips, info, features, and events. Created by a West Philly writer and the dog who rescued her.",915,267,246,TRUE,3392143521,en,"Philadelphia, PA",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1094772425957535744/LcgEraaA_normal.jpg,LilDogBigPhilly,1337,FALSE,0.723,1848,human
35,08-03-2009 17.39,FALSE,FALSE,"Director of the Non-State Actors Program, @CGPdc. NYT Bestselling Author https://t.co/UHFCxSjoJz. Writer, @Guardian @TheAtlantic @ForeignPolicy",13869,108660,1247,TRUE,23330998,en,hassan@cgpolicy.org,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1198798163370483712/AClywdFf_normal.jpg,hxhassan,66559,TRUE,15.919,4181,human
36,05-08-2009 16.20,FALSE,FALSE,you'll find me @ concerts. Disneyland is my happy place! animal conservation! moment to moment...emotional roller coaster. dodging constant disappointments,2554,387,328,FALSE,63176889,en,lost angels,http://abs.twimg.com/images/themes/theme10/bg.gif,http://pbs.twimg.com/profile_images/1195585796025094145/yfwyy3h__normal.jpg,Violetworld,27929,FALSE,6.929,4031,human
37,18-01-2011 16.09,TRUE,FALSE,Non è bello ciò che bello ma è bello ciò che piace !,50242,276,509,TRUE,239861947,it,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/707527148366643200/JQuldGeV_normal.jpg,Halena85,30093,FALSE,8.598,3500,human
38,24-02-2009 14.32,FALSE,FALSE,"Stream/Buy 'You Know How It Feels' EP: https://t.co/R4KbGDCyk2 //
Bookings: andyduggan@primarytalent.com",16011,157466,1031,TRUE,21758143,en,"Wexford,Ireland/London,England",http://abs.twimg.com/images/themes/theme9/bg.gif,http://pbs.twimg.com/profile_images/1038022165805850624/M3D8T38j_normal.jpg,MaverickSabre,33820,TRUE,8.066,4193,human
39,17-08-2016 16.11,TRUE,FALSE,"Streamer and gamer, writer, blogger, cryptocurrency nut/trader, advocate for the decentralization of the internet.",1332,12,11,FALSE,7.66E+17,en,unknown,,http://pbs.twimg.com/profile_images/776782090801147904/lQ6Mq7-L_normal.jpg,nikonovasvyato1,1332,FALSE,0.911,1462,bot
40,02-02-2009 19.04,FALSE,FALSE,#WholeNewGame,618,30999003,1748,TRUE,19923144,en,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1278101392524218368/wFQYnXNP_normal.jpg,NBA,259723,TRUE,61.619,4215,bot
41,08-01-2011 20.04,FALSE,FALSE,,722,1300,1137,TRUE,235667666,,unknown,http://abs.twimg.com/images/themes/theme15/bg.png,http://pbs.twimg.com/profile_images/1293629083042172929/7W7u59ob_normal.jpg,AlexNunez__,70176,FALSE,19.993,3510,human
42,17-02-2013 23.18,FALSE,FALSE,"Howdy, I'm Jakob and I enjoy music, manga, anime, and video games. 🔞 banner by @cosmicirys",109753,184,436,FALSE,1191444692,en,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1289054857584877568/Ukw6gsP0_normal.jpg,TheJakobmurphy,3569,FALSE,1.303,2739,human
43,16-05-2014 14.25,FALSE,FALSE,,2896,338,743,TRUE,2499018968,,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1290772022042267655/M5jTumGH_normal.jpg,bkatcap,7167,FALSE,3.135,2286,human
44,19-04-2012 16.20,FALSE,FALSE,"Flooring store providing carpet, hardwood, laminate, tile, vinyl to our friends and neighbors in our town, the surrounding communities and beyond!",1,93,233,FALSE,557842655,en,Wisconsin,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/2151306328/FA_TwitterLogo_normal.jpg,DMInteriorsFA,3733,FALSE,1.227,3043,human
45,08-03-2009 17.39,FALSE,FALSE,I am just me being ME!!,2583,108,0,FALSE,23331044,id,iowa! nothing but corn:) ,http://abs.twimg.com/images/themes/theme17/bg.gif,http://pbs.twimg.com/profile_images/659529413273346048/28cFqZCH_normal.jpg,EdwardCAddict,5626,FALSE,1.346,4181,bot
46,21-06-2011 14.02,FALSE,FALSE,Most achieved french player on Call of Duty @TeamVitality. Youtuber & Streamer @GotagaTV.,9955,1285743,850,TRUE,321388777,en,contact@gotaga.tv,http://abs.twimg.com/images/themes/theme9/bg.gif,http://pbs.twimg.com/profile_images/1206637036033265666/BlGtsqzg_normal.jpg,Gotaga,38906,TRUE,11.628,3346,human
47,14-05-2011 3.23,TRUE,FALSE,pro memer,2925,1541148,628,TRUE,298320111,pt,los angeles,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1228125082490290176/A-sutK8Q_normal.jpg,chandlerriggs,2619,TRUE,0.774,3385,human
48,29-06-2009 1.07,FALSE,FALSE,656,1325,25,851,FALSE,51904755,,unknown,http://abs.twimg.com/images/themes/theme9/bg.gif,http://pbs.twimg.com/profile_images/293529580/____normal.jpg,mu2060,1807,FALSE,0.444,4069,bot
49,27-01-2011 20.44,FALSE,FALSE,Photographer for Arsenal Football Club. Instagram @pricey_afcphoto,5023,101576,286,FALSE,243794165,en,Pitchside,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/880766653562269696/Sul-6C6Y_normal.jpg,Priceyd101,9728,FALSE,2.787,3491,human
50,12-12-2014 23.35,FALSE,FALSE,Sogna la tua vita a colori: è il segreto della felicità. 🌈,253,317,413,TRUE,2918711542,it,"Florencia, Toscana",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/543550966419562496/th6lpdtf_normal.jpeg,TinoVale23,3110,FALSE,1.498,2076,bot
51,16-03-2010 5.41,FALSE,FALSE,,0,164313,5577,FALSE,123470069,,"서울 홍대 (Hongdae, Seoul)",http://abs.twimg.com/images/themes/theme13/bg.gif,http://pbs.twimg.com/profile_images/773840506543480833/SMq_1VKG_normal.jpg,csangsangmadang,36737,FALSE,9.645,3809,human
53,29-03-2010 22.25,FALSE,FALSE,Booking info: konfrontationmuzik@gmail.com - Link to my @FanKeyOfficial channel below.,708,179268,867,TRUE,127664378,en,Jamaica,http://abs.twimg.com/images/themes/theme15/bg.png,http://pbs.twimg.com/profile_images/972125580689854464/09LMTG3d_normal.jpg,MaestroMarley,6130,TRUE,1.615,3795,human
54,12-01-2013 21.50,TRUE,FALSE,Do you like fast? Come in! 😻😻😻 https://t.co/3g9MiY2q3i,247,23,267,FALSE,1084227842,en,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/970965468977668096/UTbCuAjB_normal.jpg,beliebergirl132,100,FALSE,0.036,2775,bot
55,11-03-2010 20.01,TRUE,FALSE,,2404,61,28,TRUE,122159370,,"Jacksonville, Florida",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1416413673/cole_normal.jpg,tlc614,3288,FALSE,0.862,3813,bot
56,11-05-2009 19.34,FALSE,FALSE,"Canal de noticias 24 horas de @rtve 
▪https://t.co/kwp0u6LCE6
▪IG: https://t.co/YDdelHs6FP
▪Facebook: https://t.co/5WHlrF8FNB
▪Youtube: https://t.co/srvqHQp4fJ",3617,1437950,935,TRUE,39321874,pt,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1144547866393882626/2R0Khn5n_normal.png,24h_tve,300978,TRUE,73.106,4117,bot
57,04-01-2018 21.55,FALSE,FALSE,I tweet historical newspapers 🗞️from the Chronicling America archive at the @librarycongress.     Created by @whaleandpetunia,5,197,7,FALSE,9.49E+17,en,"Washington, DC",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/949105523751772160/wr9SLmNm_normal.jpg,newspaperbot,14599,FALSE,15.255,957,bot
58,06-11-2013 19.37,FALSE,FALSE,...a happy life x's 6!   ❤,9557,205,702,TRUE,2178679070,en,unknown,http://abs.twimg.com/images/themes/theme16/bg.gif,http://pbs.twimg.com/profile_images/1137861191273984000/QBHeiocK_normal.jpg,kathynickles6,1916,FALSE,0.774,2477,human
59,15-01-2015 19.53,TRUE,FALSE,Do you like fast? Come in! 😻😻😻 https://t.co/JBmqFadtnX,199,2,0,FALSE,2980315426,en,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/971899337901883392/Ul33re4X_normal.jpg,Ana63Annick,29,FALSE,0.014,2042,bot
60,29-10-2008 11.52,FALSE,FALSE,Mak kau cakap kau boleh - FB/Insta: inchekubi,342,1491,158,TRUE,17039652,id,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1120841762967146496/W61b0zL6_normal.png,inchekubi,4339,FALSE,1.006,4311,human
61,05-07-2018 8.51,TRUE,FALSE,19 🤟🏼,772,65,114,FALSE,1.01E+18,,htx,,http://pbs.twimg.com/profile_images/1272045601157414912/cQ4enXSJ_normal.jpg,riphoesay,1281,FALSE,1.651,776,human
62,13-10-2010 22.29,FALSE,FALSE,Manager and Senior Trader at Skylands Capital. Views are my own and are not investment advice. 8 billion shares traded.,42296,7235,3115,TRUE,202375506,en,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/859123226986913796/kJHiFFM9_normal.jpg,followtheh,61631,FALSE,17.134,3597,human
63,03-08-2011 13.58,FALSE,FALSE,Very Asian xD,2492,16,0,FALSE,347865421,en,"HCMC, Vietnam",http://abs.twimg.com/images/themes/theme9/bg.gif,http://pbs.twimg.com/profile_images/1475974179/themasterswordsman_gangsta-spongebob_normal.png,HuytotheDang,3418,FALSE,1.035,3303,bot
64,06-05-2012 16.25,TRUE,FALSE,,564,24,57,TRUE,572785000,,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/3391576437/f1b41a3851e17bd93d441cd801b48a5b_normal.jpeg,a80guglielmi,741,FALSE,0.245,3026,bot
65,13-01-2016 4.14,TRUE,FALSE,I bleed red for the Huskers and Cardinals.,1047,13,106,FALSE,4790681969,en,unknown,,http://pbs.twimg.com/profile_images/1290674027095371778/axb6E1p1_normal.jpg,Oneway107,241,FALSE,0.143,1680,human
66,26-09-2011 17.44,FALSE,FALSE,SPTA at Owens Community College. Graduate in May and that's when I'll have my life back....,2317,18,0,FALSE,380457314,en,unknown,http://abs.twimg.com/images/themes/theme10/bg.gif,http://pbs.twimg.com/profile_images/1692102585/spies_normal.jpg,SamanthaJune666,3204,FALSE,0.986,3249,bot
67,04-08-2008 22.45,FALSE,FALSE,"Writer of TV. Seller of unaired pilots. Co-creator of the SATC spinoff BERGER with my co-pilot for life, @davidgrossTV. The Burgeroticist™. RACISTS NOT WELCOME.",51376,13281,1858,FALSE,15729017,en,"Los Angeles, CA",http://abs.twimg.com/images/themes/theme13/bg.gif,http://pbs.twimg.com/profile_images/1251128882343768065/SYQhbvKI_normal.jpg,Gennefer,54581,FALSE,12.413,4397,human
68,01-06-2012 9.25,FALSE,FALSE,News from the European Data Protection Supervisor (EDPS). Account managed by the EDPS Information & Communication team. Disclaimer: https://t.co/87Ywlcz2kt,1497,21046,3025,TRUE,596377986,en,"Brussels, Belgium",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/600984792633626624/WiM2fiEh_normal.jpg,EU_EDPS,4616,TRUE,1.538,3001,human
69,23-07-2012 3.27,FALSE,FALSE,,2152,7,27,FALSE,711721350,,unknown,http://abs.twimg.com/images/themes/theme14/bg.gif,http://pbs.twimg.com/profile_images/2423944793/529284_324512207604767_1469350447_n_normal.jpg,SkylerJeffery,3072,FALSE,1.042,2949,bot
70,29-06-2011 20.17,FALSE,FALSE,,71,4476,568,TRUE,326369679,,Pakistán,http://abs.twimg.com/images/themes/theme11/bg.gif,http://pbs.twimg.com/profile_images/813795759980154880/rwumHAEh_normal.jpg,msubtweeter,52,FALSE,0.016,3338,bot
71,07-10-2012 17.21,FALSE,FALSE,alma de pipa avoada,3069,1064,172,TRUE,866648466,pt,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1263688276919148549/86AOmey0_normal.jpg,tteodoras,73482,FALSE,25.586,2872,bot
72,12-03-2016 21.00,TRUE,FALSE,"Tweets majestic imagery of traffic. Inspired by @choochoobot
 // bot by @xxRobot",21,31,4,FALSE,7.09E+17,en,unknown,,http://pbs.twimg.com/profile_images/708760318873210880/mO2VAY37_normal.jpg,vroom_vroom_bot,3547,FALSE,2.19,1620,bot
73,18-04-2016 10.06,TRUE,FALSE,,1202,13,392,FALSE,7.22E+17,,unknown,,http://pbs.twimg.com/profile_images/722003634561527808/DtnFaP6G_normal.jpg,suqichen1978,1755,FALSE,1.108,1584,bot
74,05-07-2006 19.52,FALSE,FALSE,"I like to build things (@Foursquare📱, @StockadeFC ⚽️ @StreetFC, Dodgeball 📟) Husband to @Chelsa, dad to 👧🏼❄️ & 👶🏼🚀. I enjoy snowboards, soccer & hot dogs",16665,84574,2843,TRUE,418,en,NYC / Kingston,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/753672917788008449/-rYPYsdK_normal.jpg,dens,73412,TRUE,14.233,5158,human
75,23-01-2009 15.47,TRUE,FALSE,,2479,47,166,FALSE,19399072,,NYC/Dusseldorf ,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/911275608252014592/FLjfiwv1_normal.jpg,suny1,3073,FALSE,0.727,4225,bot
76,04-01-2017 1.56,TRUE,FALSE,,1301,56,25,FALSE,8.16E+17,,United States,,http://pbs.twimg.com/profile_images/1292451000989569027/efyawgJC_normal.jpg,dastud7979,1826,FALSE,1.38,1323,human
77,18-06-2012 8.14,FALSE,FALSE,(MAGANDA LANG ANG MAKAKARELATE)PROMOTION: DM US :),250,68745,0,FALSE,611582397,de,Wala kang PAKE!,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/723717512240615425/wD6wTyVh_normal.jpg,BahayniQuotes,4857,FALSE,1.628,2984,human
78,16-07-2009 18.43,FALSE,FALSE,"Former Professional Soccer Player for the Washington Spirit. Activist, Celesbian, Sports Diplomat and creator of Define Your Beauty. Pronouns: her/she/she",15985,13893,1506,TRUE,57409991,en,"Bethesda, MD",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1143252334606213121/NP4c73eP_normal.jpg,JoannaLohman,21759,TRUE,5.371,4051,human
79,12-06-2009 14.28,FALSE,FALSE,"Mom of 3, known to be funny occasionally, die hard Yankees fan.",4019,110,1112,FALSE,46662096,en,ROCHESTER NY,http://abs.twimg.com/images/themes/theme4/bg.gif,http://pbs.twimg.com/profile_images/1059852306018156544/5Ygalbgi_normal.jpg,LAWTURK,508,FALSE,0.124,4085,human
80,05-01-2010 5.58,FALSE,FALSE,"🇺🇸 🇭🇹 | J.D. Candidate at Fordham Law | Alum of Bates College & U of Hawaii, M.Ed. | DE&I Practitioner | Former Educator & Coach | Sports Enthusiast | #BLM",18353,1077,2043,TRUE,101974483,en,"New York, NY",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1038280655707230210/CX30FRF7_normal.jpg,EFMathieu,785,FALSE,0.202,3879,human
81,07-07-2014 20.26,FALSE,FALSE,,1861,356,4412,TRUE,2610430435,,unknown,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1205283872285609986/rCd9eQpd_normal.jpg,bigpappapump123,2611,FALSE,1.169,2234,bot
82,09-05-2009 4.29,FALSE,FALSE,Universal Music Group Vannessa.Amadi@va-pr.co.uk mekkamillions@gmail.com +234 808 719 2902,607,4254877,2668,TRUE,38797799,en,unknown,http://abs.twimg.com/images/themes/theme3/bg.gif,http://pbs.twimg.com/profile_images/1291372246267842560/YWG4IF_y_normal.jpg,TiwaSavage,38105,TRUE,9.249,4120,human
83,11-04-2009 5.57,FALSE,FALSE,Writer. Feminist. Snack-enthusiast. I got hacked for writing about cinnamon rolls. Then I got a James Beard Award. She/Her.,6464,103334,576,FALSE,30409200,en,unknown,http://abs.twimg.com/images/themes/theme2/bg.gif,http://pbs.twimg.com/profile_images/1222662090592153601/iLkRXrfz_normal.jpg,everywhereist,70123,TRUE,16.905,4148,human
84,13-03-2009 3.22,TRUE,FALSE,,13883,171,1049,TRUE,24117754,,"springfield, mo",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1045706463115644929/GZZCFgu1_normal.jpg,Poshy2005,10757,FALSE,2.575,4177,human
85,13-02-2012 12.44,FALSE,FALSE,"Dancreprenuer 
@nrityashakti 
contact@nrityashakti.com",8888,680345,183,TRUE,491258363,en,Mumbai,http://abs.twimg.com/images/themes/theme14/bg.gif,http://pbs.twimg.com/profile_images/1291999359349846016/iGaJgIXu_normal.jpg,MohanShakti,6911,TRUE,2.223,3109,human
